img x1 y1 x2 y2
507 16 6 210 218
506 7 59 189 211
503 155 112 223 204
501 29 57 205 195
500 128 85 186 163
498 121 0 224 86
497 1 91 93 194
495 75 53 153 142
494 31 15 183 189
493 9 120 98 220
492 59 57 146 191
490 94 53 149 108
489 178 0 224 119
487 24 109 88 166
486 0 37 77 170
484 53 118 147 224
483 33 41 109 128
481 0 71 76 160
478 64 4 145 70
477 6 114 81 208
476 11 133 111 205
476 37 75 105 128
473 130 103 224 224
471 33 112 96 192
470 15 115 105 214
469 14 80 71 141
469 9 0 51 34
468 31 25 181 199
467 83 102 188 223
466 16 25 108 97
465 0 164 80 224
463 51 124 121 210
461 10 84 127 223
460 0 65 54 140
458 106 97 172 184
453 9 113 71 191
452 105 67 164 135
447 20 115 95 222
446 7 113 81 209
443 66 96 145 191
442 126 83 186 164
438 1 101 85 197
437 110 34 178 121
436 22 112 95 207
432 44 71 182 180
431 43 143 116 199
430 43 111 185 187
427 72 84 146 165
426 39 138 112 224
425 29 0 214 218
421 38 78 102 176
420 15 120 83 206
419 12 92 89 201
416 97 3 209 143
414 0 0 153 80
410 0 109 81 209
410 53 0 129 54
407 28 6 190 211
404 0 118 57 224
401 0 0 127 78
400 0 123 63 206
399 35 68 174 222
398 78 54 150 141
397 40 35 192 209
395 0 0 114 57
394 9 31 217 173
393 21 23 203 201
392 122 95 224 215
391 3 118 71 199
390 0 39 75 136
388 132 39 224 107
387 17 126 75 206
384 53 137 123 219
381 17 37 130 140
380 8 12 115 124
377 20 12 213 178
371 22 34 144 85
370 31 30 183 180
366 114 100 224 224
365 59 0 110 56
362 3 104 71 191
359 122 115 198 215
357 3 99 67 182
356 164 69 224 149
355 0 77 47 174
353 15 105 132 200
351 50 49 206 172
350 112 0 224 197
349 88 93 190 214
347 47 94 206 224
346 160 0 224 68
345 100 12 212 107
343 47 7 176 102
342 0 49 195 195
341 152 93 220 191
339 44 15 207 145
337 85 96 175 203
333 0 68 84 163
328 113 69 221 140
327 24 112 197 196
327 0 0 106 50
326 0 14 111 126
325 100 48 224 185
325 64 0 144 32
323 0 139 84 224
321 132 98 224 180
320 115 137 219 224
319 0 67 94 160
318 0 81 224 190
314 14 80 76 144
314 8 0 54 35
313 25 62 82 194
312 84 113 171 216
311 90 60 147 141
307 41 100 118 224
306 14 117 94 211
305 124 79 224 203
304 130 106 211 211
303 7 106 78 173
301 2 12 91 80
602 1 85 79 190
603 8 122 82 220
604 7 10 82 50
606 7 96 86 200
609 106 1 203 87
611 26 9 193 140
612 46 7 110 60
614 75 20 224 82
618 187 32 224 86
621 17 101 85 174
623 46 60 164 145
624 0 113 85 206
625 86 134 214 222
632 7 109 98 213
634 11 7 221 164
635 120 86 198 169
636 35 30 186 224
637 2 113 75 222
640 90 18 151 91
641 37 118 91 191
643 22 112 91 211
646 144 68 212 171
648 41 0 124 104
649 29 22 172 224
653 1 27 224 190
654 7 85 79 176
655 20 138 213 201
656 19 2 159 102
658 108 110 178 222
660 16 118 217 223
661 147 97 224 179
664 133 107 224 224
665 41 116 100 197
666 1 119 80 219
667 37 15 192 184
668 130 28 196 78
670 12 30 223 151
677 154 91 219 175
678 61 142 116 218
679 24 14 145 120
681 146 0 224 79
682 114 37 177 91
683 119 47 171 77
685 1 170 77 224
687 7 34 109 167
688 86 64 171 124
689 44 9 121 102
690 12 112 73 191
691 30 115 90 204
695 22 16 94 112
696 102 69 179 162
697 16 29 97 142
700 1 83 52 183
706 12 80 106 140
707 0 131 71 224
708 118 127 175 191
711 141 119 198 195
714 105 23 209 106
715 63 63 157 154
716 1 99 91 220
720 22 1 114 49
722 136 30 213 99
724 149 99 205 175
725 3 144 97 215
726 144 123 196 199
728 8 92 155 206
729 13 12 201 191
737 154 110 213 202
738 135 101 224 205
741 7 63 141 123
742 6 42 77 135
743 21 56 94 178
744 19 101 79 176
745 107 142 192 198
746 5 95 85 204
748 34 110 114 193
749 0 85 77 200
752 103 78 179 159
753 23 87 209 224
754 51 66 122 154
756 6 61 100 169
758 34 20 179 192
759 24 109 82 191
761 105 127 176 221
761 10 102 91 215
762 1 102 87 171
763 2 63 223 172
764 92 125 134 194
765 37 103 115 178
767 102 17 143 48
768 84 85 141 143
769 122 21 176 79
770 21 57 206 167
771 14 10 201 166
772 126 95 212 205
773 64 47 196 145
774 153 23 220 112
775 1 57 65 124
776 1 93 70 178
777 97 24 149 91
778 54 36 178 182
779 7 38 110 169
780 117 122 188 224
781 0 0 57 53
781 68 1 156 23
783 3 92 82 178
784 24 37 95 103
788 84 96 162 191
789 107 51 218 179
790 115 97 201 200
792 0 1 66 93
794 81 117 194 194
796 0 0 133 75
798 8 138 68 210
799 147 112 204 183
800 41 139 112 224
804 16 111 111 224
806 136 39 214 123
808 144 99 206 175
809 14 91 95 185
810 13 101 111 206
813 119 93 221 193
814 0 101 78 211
815 19 110 73 174
816 49 135 109 220
817 40 42 132 107
818 0 50 75 95
819 115 143 224 224
823 3 130 66 209
824 8 20 79 85
825 2 26 222 224
826 147 111 211 170
830 141 74 224 164
831 58 153 127 224
832 19 91 96 224
834 0 99 89 180
835 0 0 94 43
836 0 95 79 210
837 43 23 133 88
838 22 114 93 199
839 23 34 199 145
840 35 61 95 130
842 23 25 180 215
845 0 91 116 174
846 8 114 80 203
847 72 88 145 160
848 33 19 177 187
849 111 118 224 182
850 1 126 68 208
852 16 116 78 184
854 106 61 163 135
855 5 107 101 203
856 126 0 224 59
857 109 112 224 211
858 10 111 70 176
859 109 145 153 205
860 87 42 219 202
864 0 110 62 206
865 0 88 69 167
866 14 104 111 223
867 121 61 185 181
870 121 118 199 212
871 8 12 77 64
873 0 101 57 182
874 10 17 188 217
875 16 16 72 84
876 70 136 215 210
878 4 103 90 217
878 105 133 175 224
879 42 31 109 115
881 12 23 106 95
882 25 95 99 185
884 22 16 105 121
885 29 58 109 169
886 60 148 141 224
889 18 104 90 192
893 42 128 183 186
895 22 21 101 161
896 2 108 69 196
897 26 0 224 224
898 88 63 163 142
899 76 27 159 106
900 1 78 66 163
901 0 105 48 180
902 151 27 219 115
905 38 88 97 185
906 117 8 181 113
908 8 75 106 186
909 19 53 208 170
911 23 127 69 202
912 0 125 76 197
913 37 41 177 187
915 79 96 198 224
916 114 38 178 120
917 30 23 171 224
918 128 115 217 172
920 0 120 64 207
921 156 95 224 224
922 28 0 154 106
923 113 120 224 188
924 109 17 211 103
928 155 15 209 75
929 114 121 181 209
930 0 68 81 157
932 3 0 171 150
933 109 142 191 205
936 90 115 178 207
937 19 115 71 188
938 74 1 196 118
939 50 134 100 205
940 187 55 224 115
941 73 61 146 124
942 179 185 224 224
945 74 59 158 138
946 34 63 93 129
947 66 61 157 151
949 145 34 209 131
951 149 17 211 88
954 46 148 176 224
955 68 129 154 224
956 128 106 203 207
960 0 95 67 178
961 1 91 46 170
962 0 99 60 194
963 8 78 104 136
964 9 115 76 213
966 22 34 200 142
967 88 9 164 94
968 84 72 182 126
969 7 89 93 164
974 23 20 103 224
976 11 118 74 214
978 81 0 200 50
980 41 16 202 144
983 2 80 196 221
985 54 115 133 202
988 0 82 54 201
989 0 99 65 183
991 4 96 111 224
993 92 123 163 215
994 6 69 64 137
996 22 120 86 194
997 104 0 210 70
999 149 50 224 148
1000 5 107 91 199
1299 68 56 192 165
1298 58 127 126 224
1294 0 83 97 207
1293 94 122 164 211
1290 5 93 89 208
1288 17 138 88 223
1288 23 7 93 98
1287 30 83 94 176
1287 146 91 186 191
1286 77 50 211 205
1284 127 139 221 221
1281 0 44 130 195
1280 21 85 109 191
1279 27 17 191 221
1275 139 96 208 180
1274 74 0 164 27
1270 42 85 183 224
1269 47 132 100 205
1268 67 114 140 203
1267 139 12 211 99
1265 102 77 195 210
1263 34 92 152 198
1261 52 0 172 25
1259 0 123 76 220
1255 124 103 200 193
1254 0 92 71 177
1250 3 92 75 187
1246 2 41 69 122
1245 128 63 183 133
1242 2 108 75 192
1238 101 127 169 218
1236 0 93 79 199
1233 7 100 77 162
1232 89 117 136 194
1231 122 113 190 212
1229 130 10 200 107
1227 149 113 212 203
1225 32 81 108 173
1224 0 0 56 64
1223 3 15 112 122
1221 11 13 210 181
1219 40 40 133 109
1218 0 0 224 224
1217 0 98 110 224
1216 146 100 220 195
1213 0 59 98 174
1212 0 0 49 60
1211 130 0 224 145
1206 75 19 208 100
1205 7 115 98 219
1204 115 97 224 224
1203 76 0 204 116
1202 21 9 155 163
1200 0 34 69 94
1199 15 81 108 208
1198 14 5 112 200
1196 43 20 134 91
1195 107 68 222 138
1194 147 62 224 161
1193 83 119 139 192
1192 82 88 132 157
1191 0 75 73 175
1190 12 82 167 224
1189 19 81 109 191
1187 118 94 198 201
1185 68 60 156 154
1184 153 76 224 191
1183 22 27 104 95
1182 118 158 180 216
1182 43 160 109 217
1181 153 86 222 173
1180 69 0 197 124
1177 18 108 89 193
1176 0 0 45 31
1175 24 115 98 203
1173 46 132 102 206
1171 40 6 216 194
1169 85 59 153 152
1168 27 145 128 218
1165 64 9 145 102
1164 23 107 95 195
1162 16 24 204 217
1161 9 19 68 77
1158 123 124 181 195
1157 104 85 219 184
1156 74 84 166 152
1156 90 17 143 59
1155 154 90 224 192
1153 0 0 224 224
1151 0 98 131 224
1149 64 0 145 77
1148 125 60 224 160
1147 14 51 91 149
1144 0 0 50 55
1139 23 107 125 162
1138 134 35 216 127
1135 129 84 224 179
1133 0 63 32 153
1132 10 12 77 68
1131 25 100 96 193
1127 69 81 156 181
1123 0 90 92 198
1122 84 65 137 118
1121 19 80 112 192
1120 9 37 115 132
1117 60 3 148 73
1112 13 110 67 186
1109 96 102 174 172
1108 0 91 63 211
1105 0 26 224 198
1104 6 120 71 199
1103 36 17 189 222
1102 0 89 55 170
1101 55 111 116 188
1100 13 119 96 209
1096 27 5 213 200
1091 42 81 181 195
1087 70 51 160 145
1085 53 118 144 224
1084 12 115 86 204
1083 40 39 136 111
1082 0 78 87 200
1082 84 0 159 82
1081 80 34 203 205
1080 103 18 210 105
1078 126 56 223 159
1077 96 26 149 94
1075 0 71 97 179
1075 151 46 215 155
1073 30 25 177 204
1072 7 61 86 126
1070 0 103 85 202
1067 12 95 88 176
1066 113 131 170 195
1065 76 84 167 152
1065 90 18 143 60
1063 85 102 171 211
1062 99 30 186 113
1061 0 6 224 224
1060 0 0 224 224
1059 0 0 177 206
1058 0 79 85 189
1057 63 94 144 190
1055 47 84 159 206
1054 13 13 78 45
1053 0 66 197 223
1052 78 105 198 203
1051 10 135 85 223
1049 0 83 78 154
1048 0 96 79 204
1047 97 60 168 141
1046 60 14 172 201
1045 52 0 115 58
1043 8 24 71 80
1042 6 125 75 220
1041 62 9 156 103
1040 14 76 75 143
1039 83 75 145 206
1038 39 85 114 179
1037 36 115 97 193
1036 67 0 146 74
1032 47 71 132 180
1028 78 0 215 68
1027 31 80 101 191
1026 28 84 80 184
1024 122 55 211 156
1017 52 122 110 207
1016 39 135 119 224
1012 26 54 112 174
1010 31 46 98 127
1009 104 31 212 111
1008 12 106 170 206
1007 57 63 150 153
1006 130 80 224 198
1004 138 113 193 192
1003 0 15 224 213
1310 92 30 191 168
1311 75 75 201 193
1313 148 15 212 90
1316 153 72 224 172
1317 71 169 172 207
1318 22 97 80 172
1322 55 148 204 224
1324 5 162 59 197
1326 0 124 55 224
1328 38 110 99 183
1329 22 27 103 93
1330 136 113 197 195
1331 75 97 167 197
1332 43 158 155 224
1333 0 157 224 224
1334 0 93 92 213
1335 126 0 224 62
1337 119 98 198 202
1339 19 112 93 198
1340 105 151 159 224
1341 102 69 192 150
1347 27 38 136 81
1348 42 105 190 224
1352 136 116 200 193
1357 146 42 221 130
1358 87 63 147 150
1359 31 102 94 187
1360 0 83 52 148
1362 52 144 113 223
1363 9 99 114 224
1364 144 85 213 156
1365 33 28 135 96
1367 0 76 89 172
1368 37 30 179 194
1369 39 19 204 191
1372 58 55 196 126
1373 170 63 224 126
1374 33 104 97 202
1375 0 164 91 224
1376 61 55 166 131
1378 0 127 65 219
1382 35 109 99 184
1385 96 156 220 224
1386 109 110 182 210
1387 13 94 105 220
1393 5 53 94 163
1396 97 159 218 224
1397 21 17 94 113
1399 75 116 133 175
1400 0 87 65 174
1403 19 107 98 224
1404 153 129 224 220
1405 92 115 220 224
1408 31 74 112 147
1409 12 77 114 192
1411 10 48 93 145
1413 98 68 171 122
1414 49 11 107 59
1415 10 114 102 223
1417 113 19 207 123
1419 15 101 108 208
1422 124 0 224 60
1424 33 50 97 124
1425 8 127 62 224
1426 130 23 195 104
1429 16 0 167 91
1430 127 0 198 100
1432 12 28 107 86
1433 131 125 196 220
1434 0 123 62 205
1435 22 118 95 218
1436 107 72 162 134
1438 33 164 122 224
1439 13 32 122 100
1440 130 43 190 91
1441 0 133 41 204
1449 141 11 208 94
1450 50 11 173 188
1452 69 99 165 193
1453 54 115 222 224
1454 186 120 224 195
1456 24 11 102 84
1459 125 77 209 173
1460 9 47 128 139
1461 38 31 105 100
1462 12 120 70 195
1465 7 20 122 144
1467 0 0 224 224
1469 20 30 136 78
1474 26 9 89 74
1476 65 64 147 154
1478 0 88 48 187
1479 6 97 111 224
1480 41 115 184 215
1483 3 63 74 142
1486 10 110 110 224
1487 24 127 70 204
1489 24 107 88 214
1490 79 120 139 197
1491 35 84 113 208
1496 16 3 224 215
1497 0 104 42 179
1498 34 44 106 126
1500 18 116 79 183
1501 12 34 70 102
1502 38 49 170 192
1503 111 51 224 163
1504 12 129 79 211
1506 16 137 78 210
1507 26 108 87 213
1509 180 127 224 224
1509 114 37 194 142
1513 0 17 224 207
1514 104 28 160 91
1517 11 22 79 84
1518 7 105 78 195
1521 16 116 91 209
1522 52 134 111 223
1523 71 60 154 154
1524 31 118 89 215
1526 134 126 213 218
1527 25 107 133 195
1528 89 61 164 141
1529 90 133 152 215
1530 19 19 224 110
1531 131 156 193 208
1532 0 28 52 101
1533 114 123 180 209
1534 16 69 125 183
1536 8 120 84 216
1540 0 96 88 167
1546 0 116 69 198
1548 18 2 165 90
1549 19 128 81 203
1550 3 4 224 224
1551 3 82 51 151
1554 113 19 192 98
1557 83 120 211 224
1558 81 0 194 51
1561 104 32 184 112
1572 119 98 188 203
1573 0 55 101 217
1574 57 95 171 224
1301 137 106 224 210
1302 139 30 203 93
1303 91 90 154 168
1305 20 99 136 172
1306 139 118 194 193
1308 115 74 180 141
