img x1 y1 x2 y2
345 123 85 224 208
338 19 26 205 196
336 0 77 137 210
331 0 23 224 213
326 112 23 224 172
322 45 0 224 224
316 0 13 224 212
313 26 19 73 118
311 72 135 104 202
309 0 6 63 136
608 1 2 123 87
613 28 32 191 177
620 5 16 210 207
621 86 98 213 224
622 23 112 187 195
628 99 1 222 92
629 84 119 144 196
637 149 2 223 109
639 8 40 213 219
647 157 51 206 130
656 0 53 69 158
657 83 40 223 216
657 0 110 29 176
662 44 102 142 214
663 28 0 188 209
675 46 2 214 171
676 0 52 190 193
680 12 7 201 184
685 95 0 223 34
687 112 70 222 162
688 1 102 120 191
697 38 143 145 224
699 24 87 145 215
703 33 85 224 216
709 52 31 224 194
713 22 74 194 224
714 122 88 224 199
717 0 61 145 216
721 62 1 217 148
722 0 130 98 224
740 51 120 149 224
741 94 1 224 82
752 111 17 180 98
754 109 98 224 224
760 0 33 224 140
764 145 74 198 188
779 114 61 224 161
780 41 173 138 224
788 13 136 104 222
793 23 88 147 217
802 16 19 163 96
813 5 109 104 219
817 7 107 133 197
828 0 0 101 53
830 24 129 176 209
833 0 46 106 201
841 73 104 135 212
843 45 15 224 149
849 6 150 166 215
853 63 16 224 203
856 0 0 102 92
857 3 63 100 216
859 151 82 222 186
867 0 75 54 171
883 3 85 212 221
885 109 34 188 141
886 65 62 224 160
894 0 0 223 224
898 19 144 106 224
904 0 0 224 224
910 19 72 201 193
918 38 149 176 207
921 12 17 122 216
922 1 53 69 160
923 7 149 166 216
924 129 84 223 205
931 155 59 224 136
934 3 1 201 224
938 12 83 188 214
941 92 1 224 110
950 0 0 90 33
959 43 4 216 176
967 128 40 224 166
972 47 27 224 194
973 0 24 224 145
977 0 61 199 203
978 0 42 136 199
979 0 5 136 92
982 2 79 224 213
985 129 114 181 214
986 23 41 221 174
988 69 78 224 204
991 0 26 60 113
995 100 28 222 77
997 92 74 218 202
998 23 23 224 224
999 2 57 73 137
999 75 55 148 199
1297 122 0 224 91
1296 49 0 202 83
1292 96 7 224 83
1289 51 110 192 212
1285 132 0 224 59
1283 0 47 222 198
1271 85 89 201 203
1265 103 0 209 97
1261 0 29 136 182
1258 0 0 187 221
1256 0 70 224 221
1248 0 0 109 84
1244 148 109 223 200
1240 0 18 224 188
1232 138 68 195 187
1230 157 64 215 128
1230 38 0 173 82
1226 0 0 54 155
1225 35 31 82 129
1223 0 109 129 224
1219 6 99 136 201
1212 0 46 181 224
1212 176 103 224 224
1209 0 0 224 224
1204 106 0 224 94
1198 113 0 209 58
1193 142 59 198 187
1192 64 137 164 215
1190 0 14 97 98
1188 93 0 224 62
1183 129 119 193 192
1183 59 117 136 215
1182 73 105 147 164
1180 9 21 193 211
1169 85 0 184 84
1159 0 0 134 50
1156 152 80 224 191
1152 4 36 215 220
1148 25 93 186 224
1135 64 129 191 219
1134 9 13 215 209
1129 0 0 218 196
1125 0 17 199 179
1122 58 105 100 188
1118 5 0 224 189
1116 22 8 210 223
1115 29 27 211 224
1114 0 6 187 139
1113 17 0 224 224
1111 38 100 146 215
1110 29 1 196 222
1109 41 106 115 203
1107 0 58 91 113
1098 46 137 166 209
1093 0 0 114 82
1089 195 94 224 202
1089 143 0 224 51
1088 175 2 224 128
1085 0 117 65 224
1083 7 99 136 202
1080 120 82 224 204
1078 19 90 179 217
1074 149 0 224 103
1071 0 0 224 224
1065 151 82 224 188
1062 66 121 185 213
1047 81 31 150 68
1045 117 38 179 102
1044 17 5 206 191
1039 135 129 224 224
1034 0 19 196 181
1031 0 0 92 165
1030 0 11 163 210
1026 32 25 73 127
1022 113 0 224 118
1012 108 28 190 144
1011 76 5 213 195
1007 128 68 211 174
1007 156 1 224 113
1309 12 70 201 190
1314 0 0 106 110
1315 103 12 224 72
1329 61 118 136 210
1340 124 40 196 149
1344 33 104 222 213
1349 3 10 222 178
1350 69 63 189 202
1356 0 142 189 224
1358 86 1 182 74
1364 10 99 112 218
1366 0 21 224 181
1371 0 51 172 224
1373 21 93 183 200
1376 64 110 224 204
1383 102 131 181 224
1390 0 17 46 80
1399 32 124 88 197
1402 22 36 198 185
1403 2 4 71 147
1412 1 15 111 145
1417 77 116 202 216
1418 155 0 224 87
1421 26 36 189 196
1422 0 1 92 92
1426 82 131 173 224
1437 81 6 207 191
1442 11 85 206 179
1460 90 2 224 76
1465 43 127 137 204
1466 19 1 186 79
1472 32 0 153 70
1475 41 34 197 169
1476 129 72 202 162
1477 40 51 160 195
1479 0 22 60 144
1488 71 124 144 224
1488 132 99 217 194
1488 45 22 108 130
1488 147 2 205 98
1488 91 0 147 60
1493 103 0 224 58
1494 1 29 215 197
1503 7 27 112 193
1509 0 27 114 183
1511 92 0 214 71
1516 121 34 221 204
1519 0 36 147 111
1520 174 10 224 91
1523 149 62 200 163
1527 140 126 214 199
1528 18 144 103 222
1535 153 63 224 199
1547 114 1 224 112
1552 43 13 161 86
1553 23 39 123 151
1554 107 96 207 177
1555 63 142 193 224
1556 119 108 215 207
1557 0 38 121 197
1558 0 43 135 199
1559 31 120 172 207
1560 87 99 200 199
1561 67 124 184 212
1562 37 0 203 85
1563 0 41 166 224
1564 1 44 130 218
1565 65 0 224 119
1566 0 75 125 219
1567 100 69 224 202
1568 51 93 136 219
1569 52 88 166 207
1570 16 85 217 224
1571 57 87 165 223
1572 41 137 147 223
1573 100 95 224 223
1574 40 0 190 82
1575 62 101 173 222
1303 10 98 41 172
1305 130 101 203 161
1307 45 11 198 69
