img category_id x1 y1 x2 y2
/Users/sagban/food-prep/Dataset/4/1075.jpg 4 118.0 52.0 180.0 139.0
/Users/sagban/food-prep/Dataset/1/1077.jpg 1 96.0 26.0 149.0 94.0
/Users/sagban/food-prep/Dataset/3/1079.jpg 3 0.0 21.0 189.0 224.0
/Users/sagban/food-prep/Dataset/1/108.jpg 1 0.0 5.0 132.0 93.0
/Users/sagban/food-prep/Dataset/3/108.jpg 3 25.0 89.0 185.0 190.0
/Users/sagban/food-prep/Dataset/1/1081.jpg 1 80.0 34.0 203.0 205.0
/Users/sagban/food-prep/Dataset/4/1081.jpg 4 0.0 16.0 65.0 99.0
/Users/sagban/food-prep/Dataset/1/1082.jpg 1 0.0 78.0 87.0 200.0
/Users/sagban/food-prep/Dataset/1/1082.jpg 1 84.0 0.0 159.0 82.0
/Users/sagban/food-prep/Dataset/4/1082.jpg 4 162.0 142.0 206.0 211.0
/Users/sagban/food-prep/Dataset/1/1083.jpg 1 40.0 39.0 136.0 111.0
/Users/sagban/food-prep/Dataset/2/1083.jpg 2 7.0 99.0 136.0 202.0
/Users/sagban/food-prep/Dataset/3/1083.jpg 3 132.0 57.0 197.0 108.0
/Users/sagban/food-prep/Dataset/4/1083.jpg 4 156.0 106.0 222.0 158.0
/Users/sagban/food-prep/Dataset/1/1084.jpg 1 12.0 115.0 86.0 204.0
/Users/sagban/food-prep/Dataset/1/1085.jpg 1 53.0 118.0 144.0 224.0
/Users/sagban/food-prep/Dataset/2/1085.jpg 2 0.0 117.0 65.0 224.0
/Users/sagban/food-prep/Dataset/3/1085.jpg 3 128.0 45.0 215.0 132.0
/Users/sagban/food-prep/Dataset/4/1085.jpg 4 14.0 41.0 77.0 123.0
/Users/sagban/food-prep/Dataset/4/1085.jpg 4 81.0 2.0 147.0 58.0
/Users/sagban/food-prep/Dataset/2/1088.jpg 2 175.0 2.0 224.0 128.0
/Users/sagban/food-prep/Dataset/4/1088.jpg 4 41.0 6.0 179.0 211.0
/Users/sagban/food-prep/Dataset/1/109.jpg 1 7.0 91.0 97.0 210.0
/Users/sagban/food-prep/Dataset/4/1090.jpg 4 32.0 19.0 193.0 208.0
/Users/sagban/food-prep/Dataset/1/1091.jpg 1 42.0 81.0 181.0 195.0
/Users/sagban/food-prep/Dataset/3/1091.jpg 3 48.0 14.0 126.0 76.0
/Users/sagban/food-prep/Dataset/4/1092.jpg 4 0.0 0.0 224.0 189.0
/Users/sagban/food-prep/Dataset/2/1093.jpg 2 0.0 0.0 114.0 82.0
/Users/sagban/food-prep/Dataset/4/1093.jpg 4 0.0 66.0 182.0 197.0
/Users/sagban/food-prep/Dataset/4/1094.jpg 4 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/1/1096.jpg 1 27.0 5.0 213.0 200.0
/Users/sagban/food-prep/Dataset/4/1097.jpg 4 68.0 46.0 174.0 152.0
/Users/sagban/food-prep/Dataset/4/1099.jpg 4 52.0 46.0 163.0 167.0
/Users/sagban/food-prep/Dataset/1/11.jpg 1 125.0 25.0 175.0 77.0
/Users/sagban/food-prep/Dataset/1/1100.jpg 1 13.0 119.0 96.0 209.0
/Users/sagban/food-prep/Dataset/1/1101.jpg 1 55.0 111.0 116.0 188.0
/Users/sagban/food-prep/Dataset/1/1102.jpg 1 0.0 89.0 55.0 170.0
/Users/sagban/food-prep/Dataset/1/1103.jpg 1 36.0 17.0 189.0 222.0
/Users/sagban/food-prep/Dataset/1/1104.jpg 1 6.0 120.0 71.0 199.0
/Users/sagban/food-prep/Dataset/4/1104.jpg 4 19.0 74.0 56.0 115.0
/Users/sagban/food-prep/Dataset/1/1105.jpg 1 0.0 26.0 224.0 198.0
/Users/sagban/food-prep/Dataset/3/1106.jpg 3 51.0 16.0 186.0 222.0
/Users/sagban/food-prep/Dataset/2/1107.jpg 2 0.0 58.0 91.0 113.0
/Users/sagban/food-prep/Dataset/4/1107.jpg 4 15.0 75.0 224.0 166.0
/Users/sagban/food-prep/Dataset/1/1108.jpg 1 0.0 91.0 63.0 211.0
/Users/sagban/food-prep/Dataset/1/1109.jpg 1 96.0 102.0 174.0 172.0
/Users/sagban/food-prep/Dataset/2/1109.jpg 2 41.0 106.0 115.0 203.0
/Users/sagban/food-prep/Dataset/4/1109.jpg 4 5.0 67.0 84.0 149.0
/Users/sagban/food-prep/Dataset/4/1109.jpg 4 59.0 43.0 121.0 92.0
/Users/sagban/food-prep/Dataset/4/1109.jpg 4 128.0 67.0 185.0 111.0
/Users/sagban/food-prep/Dataset/1/111.jpg 1 79.0 1.0 199.0 53.0
/Users/sagban/food-prep/Dataset/2/111.jpg 2 1.0 42.0 136.0 200.0
/Users/sagban/food-prep/Dataset/3/111.jpg 3 182.0 1.0 223.0 82.0
/Users/sagban/food-prep/Dataset/4/111.jpg 4 76.0 151.0 204.0 203.0
/Users/sagban/food-prep/Dataset/4/111.jpg 4 138.0 80.0 224.0 171.0
/Users/sagban/food-prep/Dataset/2/1110.jpg 2 29.0 1.0 196.0 222.0
/Users/sagban/food-prep/Dataset/2/1111.jpg 2 38.0 100.0 146.0 215.0
/Users/sagban/food-prep/Dataset/4/1111.jpg 4 90.0 18.0 151.0 82.0
/Users/sagban/food-prep/Dataset/1/1112.jpg 1 13.0 110.0 67.0 186.0
/Users/sagban/food-prep/Dataset/2/1113.jpg 2 17.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/2/1116.jpg 2 22.0 8.0 210.0 223.0
/Users/sagban/food-prep/Dataset/1/1117.jpg 1 60.0 3.0 148.0 73.0
/Users/sagban/food-prep/Dataset/3/1117.jpg 3 169.0 18.0 224.0 68.0
/Users/sagban/food-prep/Dataset/3/1117.jpg 3 179.0 139.0 224.0 183.0
/Users/sagban/food-prep/Dataset/2/1118.jpg 2 5.0 0.0 224.0 189.0
/Users/sagban/food-prep/Dataset/1/1121.jpg 1 19.0 80.0 112.0 192.0
/Users/sagban/food-prep/Dataset/1/1123.jpg 1 0.0 90.0 92.0 198.0
/Users/sagban/food-prep/Dataset/4/1123.jpg 4 105.0 55.0 220.0 189.0
/Users/sagban/food-prep/Dataset/4/1124.jpg 4 58.0 43.0 183.0 137.0
/Users/sagban/food-prep/Dataset/3/1126.jpg 3 72.0 36.0 224.0 208.0
/Users/sagban/food-prep/Dataset/3/1128.jpg 3 29.0 62.0 159.0 186.0
/Users/sagban/food-prep/Dataset/3/1128.jpg 3 181.0 0.0 224.0 28.0
/Users/sagban/food-prep/Dataset/2/1129.jpg 2 0.0 0.0 218.0 196.0
/Users/sagban/food-prep/Dataset/4/113.jpg 4 116.0 25.0 197.0 77.0
/Users/sagban/food-prep/Dataset/1/1131.jpg 1 25.0 100.0 96.0 193.0
/Users/sagban/food-prep/Dataset/3/1131.jpg 3 146.0 131.0 206.0 209.0
/Users/sagban/food-prep/Dataset/4/1131.jpg 4 26.0 40.0 62.0 87.0
/Users/sagban/food-prep/Dataset/1/1132.jpg 1 10.0 12.0 77.0 68.0
/Users/sagban/food-prep/Dataset/2/1134.jpg 2 9.0 13.0 215.0 209.0
/Users/sagban/food-prep/Dataset/4/1136.jpg 4 24.0 28.0 224.0 224.0
/Users/sagban/food-prep/Dataset/4/1137.jpg 4 9.0 34.0 223.0 186.0
/Users/sagban/food-prep/Dataset/1/1138.jpg 1 134.0 35.0 216.0 127.0
/Users/sagban/food-prep/Dataset/3/1138.jpg 3 121.0 135.0 183.0 214.0
/Users/sagban/food-prep/Dataset/3/1140.jpg 3 0.0 29.0 190.0 191.0
/Users/sagban/food-prep/Dataset/4/1141.jpg 4 26.0 4.0 199.0 202.0
/Users/sagban/food-prep/Dataset/4/1142.jpg 4 28.0 28.0 195.0 201.0
/Users/sagban/food-prep/Dataset/4/1143.jpg 4 42.0 32.0 171.0 179.0
/Users/sagban/food-prep/Dataset/1/1144.jpg 1 0.0 0.0 50.0 55.0
/Users/sagban/food-prep/Dataset/3/1144.jpg 3 19.0 29.0 210.0 209.0
/Users/sagban/food-prep/Dataset/3/1145.jpg 3 6.0 73.0 224.0 198.0
/Users/sagban/food-prep/Dataset/1/1148.jpg 1 125.0 60.0 224.0 160.0
/Users/sagban/food-prep/Dataset/2/1148.jpg 2 25.0 93.0 186.0 224.0
/Users/sagban/food-prep/Dataset/3/1148.jpg 3 14.0 64.0 105.0 150.0
/Users/sagban/food-prep/Dataset/4/1148.jpg 4 72.0 0.0 166.0 85.0
/Users/sagban/food-prep/Dataset/1/1149.jpg 1 64.0 0.0 145.0 77.0
/Users/sagban/food-prep/Dataset/2/1152.jpg 2 4.0 36.0 215.0 220.0
/Users/sagban/food-prep/Dataset/3/1152.jpg 3 0.0 0.0 39.0 87.0
/Users/sagban/food-prep/Dataset/1/1153.jpg 1 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/4/1154.jpg 4 32.0 103.0 215.0 190.0
/Users/sagban/food-prep/Dataset/1/1155.jpg 1 154.0 90.0 224.0 192.0
/Users/sagban/food-prep/Dataset/1/1158.jpg 1 123.0 124.0 181.0 195.0
/Users/sagban/food-prep/Dataset/3/1158.jpg 3 13.0 26.0 57.0 81.0
/Users/sagban/food-prep/Dataset/4/1160.jpg 4 0.0 43.0 224.0 195.0
/Users/sagban/food-prep/Dataset/1/1161.jpg 1 9.0 19.0 68.0 77.0
/Users/sagban/food-prep/Dataset/1/1162.jpg 1 16.0 24.0 204.0 217.0
/Users/sagban/food-prep/Dataset/4/1163.jpg 4 43.0 87.0 150.0 164.0
/Users/sagban/food-prep/Dataset/4/1163.jpg 4 84.0 21.0 141.0 61.0
/Users/sagban/food-prep/Dataset/1/1164.jpg 1 23.0 107.0 95.0 195.0
/Users/sagban/food-prep/Dataset/4/1164.jpg 4 37.0 48.0 81.0 92.0
/Users/sagban/food-prep/Dataset/1/1165.jpg 1 64.0 9.0 145.0 102.0
/Users/sagban/food-prep/Dataset/3/1165.jpg 3 32.0 118.0 109.0 219.0
/Users/sagban/food-prep/Dataset/4/1167.jpg 4 26.0 9.0 196.0 197.0
/Users/sagban/food-prep/Dataset/1/1169.jpg 1 85.0 59.0 153.0 152.0
/Users/sagban/food-prep/Dataset/2/1169.jpg 2 85.0 0.0 184.0 84.0
/Users/sagban/food-prep/Dataset/3/1169.jpg 3 57.0 137.0 107.0 210.0
/Users/sagban/food-prep/Dataset/4/1169.jpg 4 40.0 28.0 96.0 137.0
/Users/sagban/food-prep/Dataset/4/117.jpg 4 31.0 68.0 202.0 154.0
/Users/sagban/food-prep/Dataset/4/1170.jpg 4 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/1/1171.jpg 1 40.0 6.0 216.0 194.0
/Users/sagban/food-prep/Dataset/3/1172.jpg 3 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/1/1173.jpg 1 46.0 132.0 102.0 206.0
/Users/sagban/food-prep/Dataset/1/1176.jpg 1 0.0 0.0 45.0 31.0
/Users/sagban/food-prep/Dataset/1/1177.jpg 1 18.0 108.0 89.0 193.0
/Users/sagban/food-prep/Dataset/4/1177.jpg 4 118.0 100.0 187.0 200.0
/Users/sagban/food-prep/Dataset/3/1178.jpg 3 44.0 23.0 193.0 166.0
/Users/sagban/food-prep/Dataset/4/1179.jpg 4 0.0 0.0 224.0 209.0
/Users/sagban/food-prep/Dataset/1/1184.jpg 1 153.0 76.0 224.0 191.0
/Users/sagban/food-prep/Dataset/4/1184.jpg 4 4.0 0.0 119.0 66.0
/Users/sagban/food-prep/Dataset/1/1185.jpg 1 68.0 60.0 156.0 154.0
/Users/sagban/food-prep/Dataset/3/1185.jpg 3 105.0 147.0 170.0 217.0
/Users/sagban/food-prep/Dataset/4/1185.jpg 4 21.0 51.0 78.0 105.0
/Users/sagban/food-prep/Dataset/4/1185.jpg 4 60.0 20.0 103.0 64.0
/Users/sagban/food-prep/Dataset/4/1185.jpg 4 23.0 109.0 76.0 160.0
/Users/sagban/food-prep/Dataset/4/1186.jpg 4 39.0 61.0 166.0 167.0
/Users/sagban/food-prep/Dataset/1/1187.jpg 1 118.0 94.0 198.0 201.0
/Users/sagban/food-prep/Dataset/2/1188.jpg 2 93.0 0.0 224.0 62.0
/Users/sagban/food-prep/Dataset/4/1188.jpg 4 20.0 55.0 186.0 188.0
/Users/sagban/food-prep/Dataset/1/119.jpg 1 12.0 126.0 79.0 209.0
/Users/sagban/food-prep/Dataset/1/1190.jpg 1 12.0 82.0 167.0 224.0
/Users/sagban/food-prep/Dataset/2/1190.jpg 2 0.0 14.0 97.0 98.0
/Users/sagban/food-prep/Dataset/3/1190.jpg 3 31.0 89.0 141.0 206.0
/Users/sagban/food-prep/Dataset/4/1190.jpg 4 96.0 13.0 185.0 101.0
/Users/sagban/food-prep/Dataset/1/1191.jpg 1 0.0 75.0 73.0 175.0
/Users/sagban/food-prep/Dataset/3/1191.jpg 3 179.0 0.0 224.0 57.0
/Users/sagban/food-prep/Dataset/4/1191.jpg 4 96.0 50.0 207.0 120.0
/Users/sagban/food-prep/Dataset/1/1194.jpg 1 147.0 62.0 224.0 161.0
/Users/sagban/food-prep/Dataset/3/1194.jpg 3 0.0 122.0 68.0 210.0
/Users/sagban/food-prep/Dataset/4/1197.jpg 4 0.0 33.0 178.0 210.0
/Users/sagban/food-prep/Dataset/1/1199.jpg 1 15.0 81.0 108.0 208.0
/Users/sagban/food-prep/Dataset/4/1199.jpg 4 117.0 39.0 219.0 163.0
/Users/sagban/food-prep/Dataset/1/12.jpg 1 2.0 131.0 61.0 204.0
/Users/sagban/food-prep/Dataset/1/120.jpg 1 3.0 51.0 91.0 162.0
/Users/sagban/food-prep/Dataset/1/1202.jpg 1 21.0 9.0 155.0 163.0
/Users/sagban/food-prep/Dataset/1/1205.jpg 1 7.0 115.0 98.0 219.0
/Users/sagban/food-prep/Dataset/1/1206.jpg 1 75.0 19.0 208.0 100.0
/Users/sagban/food-prep/Dataset/4/1207.jpg 4 21.0 16.0 168.0 165.0
/Users/sagban/food-prep/Dataset/4/1208.jpg 4 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/2/1209.jpg 2 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/1/121.jpg 1 11.0 44.0 94.0 146.0
/Users/sagban/food-prep/Dataset/3/1210.jpg 3 52.0 26.0 176.0 135.0
/Users/sagban/food-prep/Dataset/1/1211.jpg 1 130.0 0.0 224.0 145.0
/Users/sagban/food-prep/Dataset/4/1211.jpg 4 0.0 60.0 174.0 224.0
/Users/sagban/food-prep/Dataset/1/1213.jpg 1 0.0 59.0 98.0 174.0
/Users/sagban/food-prep/Dataset/4/1213.jpg 4 104.0 49.0 223.0 192.0
/Users/sagban/food-prep/Dataset/4/1214.jpg 4 28.0 58.0 220.0 182.0
/Users/sagban/food-prep/Dataset/3/1215.jpg 3 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/1/1216.jpg 1 146.0 100.0 220.0 195.0
/Users/sagban/food-prep/Dataset/1/1217.jpg 1 0.0 98.0 110.0 224.0
/Users/sagban/food-prep/Dataset/1/1218.jpg 1 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/1/1219.jpg 1 40.0 40.0 133.0 109.0
/Users/sagban/food-prep/Dataset/2/1219.jpg 2 6.0 99.0 136.0 201.0
/Users/sagban/food-prep/Dataset/4/1219.jpg 4 132.0 60.0 197.0 112.0
/Users/sagban/food-prep/Dataset/4/1219.jpg 4 151.0 106.0 222.0 157.0
/Users/sagban/food-prep/Dataset/3/1220.jpg 3 3.0 77.0 169.0 170.0
/Users/sagban/food-prep/Dataset/1/1221.jpg 1 11.0 13.0 210.0 181.0
/Users/sagban/food-prep/Dataset/4/1222.jpg 4 15.0 19.0 139.0 112.0
/Users/sagban/food-prep/Dataset/1/1224.jpg 1 0.0 0.0 56.0 64.0
/Users/sagban/food-prep/Dataset/3/1224.jpg 3 40.0 38.0 195.0 193.0
/Users/sagban/food-prep/Dataset/1/1225.jpg 1 32.0 81.0 108.0 173.0
/Users/sagban/food-prep/Dataset/2/1225.jpg 2 35.0 31.0 82.0 129.0
/Users/sagban/food-prep/Dataset/3/1225.jpg 3 136.0 53.0 185.0 110.0
/Users/sagban/food-prep/Dataset/4/1225.jpg 4 129.0 112.0 184.0 175.0
/Users/sagban/food-prep/Dataset/4/1225.jpg 4 103.0 13.0 151.0 74.0
/Users/sagban/food-prep/Dataset/1/1227.jpg 1 149.0 113.0 212.0 203.0
/Users/sagban/food-prep/Dataset/4/1228.jpg 4 0.0 72.0 224.0 187.0
/Users/sagban/food-prep/Dataset/1/123.jpg 1 113.0 144.0 195.0 207.0
/Users/sagban/food-prep/Dataset/1/1231.jpg 1 122.0 113.0 190.0 212.0
/Users/sagban/food-prep/Dataset/4/1231.jpg 4 33.0 55.0 118.0 184.0
/Users/sagban/food-prep/Dataset/1/1232.jpg 1 89.0 117.0 136.0 194.0
/Users/sagban/food-prep/Dataset/2/1232.jpg 2 138.0 68.0 195.0 187.0
/Users/sagban/food-prep/Dataset/3/1232.jpg 3 75.0 34.0 114.0 87.0
/Users/sagban/food-prep/Dataset/4/1232.jpg 4 58.0 83.0 100.0 138.0
/Users/sagban/food-prep/Dataset/1/1233.jpg 1 7.0 100.0 77.0 162.0
/Users/sagban/food-prep/Dataset/4/1234.jpg 4 0.0 82.0 198.0 224.0
/Users/sagban/food-prep/Dataset/3/1235.jpg 3 50.0 33.0 195.0 141.0
/Users/sagban/food-prep/Dataset/1/1236.jpg 1 0.0 93.0 79.0 199.0
/Users/sagban/food-prep/Dataset/4/1237.jpg 4 46.0 68.0 160.0 144.0
/Users/sagban/food-prep/Dataset/1/1238.jpg 1 101.0 127.0 169.0 218.0
/Users/sagban/food-prep/Dataset/3/1238.jpg 3 177.0 133.0 224.0 200.0
/Users/sagban/food-prep/Dataset/4/1238.jpg 4 176.0 52.0 219.0 102.0
/Users/sagban/food-prep/Dataset/4/1239.jpg 4 35.0 30.0 193.0 182.0
/Users/sagban/food-prep/Dataset/1/124.jpg 1 71.0 126.0 125.0 199.0
/Users/sagban/food-prep/Dataset/2/1240.jpg 2 0.0 18.0 224.0 188.0
/Users/sagban/food-prep/Dataset/4/1241.jpg 4 110.0 15.0 224.0 190.0
/Users/sagban/food-prep/Dataset/3/1243.jpg 3 0.0 38.0 194.0 224.0
/Users/sagban/food-prep/Dataset/1/1245.jpg 1 128.0 63.0 183.0 133.0
/Users/sagban/food-prep/Dataset/1/1246.jpg 1 2.0 41.0 69.0 122.0
/Users/sagban/food-prep/Dataset/3/1247.jpg 3 0.0 0.0 224.0 224.0
/Users/sagban/food-prep/Dataset/4/1249.jpg 4 10.0 4.0 199.0 199.0
/Users/sagban/food-prep/Dataset/4/125.jpg 4 7.0 38.0 219.0 193.0
/Users/sagban/food-prep/Dataset/1/1250.jpg 1 3.0 92.0 75.0 187.0
/Users/sagban/food-prep/Dataset/3/1250.jpg 3 140.0 4.0 191.0 59.0
/Users/sagban/food-prep/Dataset/4/1251.jpg 4 51.0 23.0 172.0 197.0
/Users/sagban/food-prep/Dataset/3/1252.jpg 3 35.0 15.0 199.0 208.0
/Users/sagban/food-prep/Dataset/3/1253.jpg 3 49.0 61.0 202.0 163.0
/Users/sagban/food-prep/Dataset/1/1254.jpg 1 0.0 92.0 71.0 177.0
/Users/sagban/food-prep/Dataset/4/1254.jpg 4 100.0 27.0 155.0 88.0
/Users/sagban/food-prep/Dataset/1/1255.jpg 1 124.0 103.0 200.0 193.0
/Users/sagban/food-prep/Dataset/3/1255.jpg 3 144.0 44.0 195.0 95.0
/Users/sagban/food-prep/Dataset/4/1255.jpg 4 48.0 103.0 115.0 191.0
/Users/sagban/food-prep/Dataset/2/1256.jpg 2 0.0 70.0 224.0 221.0
/Users/sagban/food-prep/Dataset/3/1257.jpg 3 90.0 28.0 199.0 146.0
/Users/sagban/food-prep/Dataset/2/1258.jpg 2 0.0 0.0 187.0 221.0
/Users/sagban/food-prep/Dataset/4/1258.jpg 4 5.0 90.0 87.0 211.0
/Users/sagban/food-prep/Dataset/4/1258.jpg 4 109.0 82.0 182.0 198.0
/Users/sagban/food-prep/Dataset/1/1259.jpg 1 0.0 123.0 76.0 220.0
/Users/sagban/food-prep/Dataset/4/126.jpg 4 0.0 0.0 223.0 201.0
/Users/sagban/food-prep/Dataset/4/1264.jpg 4 24.0 109.0 196.0 171.0
/Users/sagban/food-prep/Dataset/1/1265.jpg 1 102.0 77.0 195.0 210.0
/Users/sagban/food-prep/Dataset/2/1265.jpg 2 103.0 0.0 209.0 97.0
/Users/sagban/food-prep/Dataset/3/1265.jpg 3 54.0 130.0 126.0 224.0
/Users/sagban/food-prep/Dataset/4/1265.jpg 4 28.0 91.0 77.0 163.0
/Users/sagban/food-prep/Dataset/4/1266.jpg 4 16.0 23.0 203.0 203.0
/Users/sagban/food-prep/Dataset/1/1267.jpg 1 139.0 12.0 211.0 99.0
